ATC Code,ATC Name,URL
P02DA,Salicylic acid derivatives,https://atcddd.fhi.no//atc_ddd_index/?code=P02DA&showdescription=no
P02DX,Other anticestodals,https://atcddd.fhi.no//atc_ddd_index/?code=P02DX&showdescription=no
P02DA01,niclosamide,https://atcddd.fhi.no//atc_ddd_index/?code=P02DA01&showdescription=yes
P02DX01,desaspidin,https://atcddd.fhi.no//atc_ddd_index/?code=P02DX01&showdescription=yes
P02DX02,dichlorophen,https://atcddd.fhi.no//atc_ddd_index/?code=P02DX02&showdescription=yes
P03A,"ECTOPARASITICIDES, INCL. SCABICIDES",https://atcddd.fhi.no//atc_ddd_index/?code=P03A&showdescription=no
P03B,INSECTICIDES AND REPELLENTS,https://atcddd.fhi.no//atc_ddd_index/?code=P03B&showdescription=no
P03AA,Sulfur containing products,https://atcddd.fhi.no//atc_ddd_index/?code=P03AA&showdescription=no
P03AB,Chlorine containing products,https://atcddd.fhi.no//atc_ddd_index/?code=P03AB&showdescription=no
P03AC,"Pyrethrines, incl. synthetic compounds",https://atcddd.fhi.no//atc_ddd_index/?code=P03AC&showdescription=no
P03AX,"Other ectoparasiticides, incl. scabicides",https://atcddd.fhi.no//atc_ddd_index/?code=P03AX&showdescription=no
P03AA01,dixanthogen,https://atcddd.fhi.no//atc_ddd_index/?code=P03AA01&showdescription=yes
P03AA02,potassium polysulfide,https://atcddd.fhi.no//atc_ddd_index/?code=P03AA02&showdescription=yes
P03AA03,mesulfen,https://atcddd.fhi.no//atc_ddd_index/?code=P03AA03&showdescription=yes
P03AA04,disulfiram,https://atcddd.fhi.no//atc_ddd_index/?code=P03AA04&showdescription=yes
P03AA05,thiram,https://atcddd.fhi.no//atc_ddd_index/?code=P03AA05&showdescription=yes
P03AA54,"disulfiram, combinations",https://atcddd.fhi.no//atc_ddd_index/?code=P03AA54&showdescription=yes
P03AB01,clofenotane,https://atcddd.fhi.no//atc_ddd_index/?code=P03AB01&showdescription=yes
P03AB02,lindane,https://atcddd.fhi.no//atc_ddd_index/?code=P03AB02&showdescription=yes
P03AB51,"clofenotane, combinations",https://atcddd.fhi.no//atc_ddd_index/?code=P03AB51&showdescription=yes
P03AC01,pyrethrum,https://atcddd.fhi.no//atc_ddd_index/?code=P03AC01&showdescription=yes
P03AC02,bioallethrin,https://atcddd.fhi.no//atc_ddd_index/?code=P03AC02&showdescription=yes
P03AC03,phenothrin,https://atcddd.fhi.no//atc_ddd_index/?code=P03AC03&showdescription=yes
P03AC04,permethrin,https://atcddd.fhi.no//atc_ddd_index/?code=P03AC04&showdescription=yes
P03AC51,"pyrethrum, combinations",https://atcddd.fhi.no//atc_ddd_index/?code=P03AC51&showdescription=yes
P03AC52,"bioallethrin, combinations",https://atcddd.fhi.no//atc_ddd_index/?code=P03AC52&showdescription=yes
P03AC53,"phenothrin, combinations",https://atcddd.fhi.no//atc_ddd_index/?code=P03AC53&showdescription=yes
P03AC54,"permethrin, combinations",https://atcddd.fhi.no//atc_ddd_index/?code=P03AC54&showdescription=yes
P03AX01,benzyl benzoate,https://atcddd.fhi.no//atc_ddd_index/?code=P03AX01&showdescription=yes
P03AX02,copper oleinate,https://atcddd.fhi.no//atc_ddd_index/?code=P03AX02&showdescription=yes
P03AX03,malathion,https://atcddd.fhi.no//atc_ddd_index/?code=P03AX03&showdescription=yes
P03AX04,quassia,https://atcddd.fhi.no//atc_ddd_index/?code=P03AX04&showdescription=yes
P03AX05,dimeticone,https://atcddd.fhi.no//atc_ddd_index/?code=P03AX05&showdescription=yes
P03AX06,benzyl alcohol,https://atcddd.fhi.no//atc_ddd_index/?code=P03AX06&showdescription=yes
P03AX07,abametapir,https://atcddd.fhi.no//atc_ddd_index/?code=P03AX07&showdescription=yes
P03BA,Pyrethrines,https://atcddd.fhi.no//atc_ddd_index/?code=P03BA&showdescription=no
P03BX,Other insecticides and repellents,https://atcddd.fhi.no//atc_ddd_index/?code=P03BX&showdescription=no
P03BA01,cyfluthrin,https://atcddd.fhi.no//atc_ddd_index/?code=P03BA01&showdescription=yes
P03BA02,cypermethrin,https://atcddd.fhi.no//atc_ddd_index/?code=P03BA02&showdescription=yes
P03BA03,decamethrin,https://atcddd.fhi.no//atc_ddd_index/?code=P03BA03&showdescription=yes
P03BA04,tetramethrin,https://atcddd.fhi.no//atc_ddd_index/?code=P03BA04&showdescription=yes
P03BX01,diethyltoluamide,https://atcddd.fhi.no//atc_ddd_index/?code=P03BX01&showdescription=yes
P03BX02,dimethylphthalate,https://atcddd.fhi.no//atc_ddd_index/?code=P03BX02&showdescription=yes
P03BX03,dibutylphthalate,https://atcddd.fhi.no//atc_ddd_index/?code=P03BX03&showdescription=yes
P03BX04,dibutylsuccinate,https://atcddd.fhi.no//atc_ddd_index/?code=P03BX04&showdescription=yes
P03BX05,dimethylcarbate,https://atcddd.fhi.no//atc_ddd_index/?code=P03BX05&showdescription=yes
P03BX06,etohexadiol,https://atcddd.fhi.no//atc_ddd_index/?code=P03BX06&showdescription=yes
R01,NASAL PREPARATIONS,https://atcddd.fhi.no//atc_ddd_index/?code=R01&showdescription=no
R02,THROAT PREPARATIONS,https://atcddd.fhi.no//atc_ddd_index/?code=R02&showdescription=no
R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,https://atcddd.fhi.no//atc_ddd_index/?code=R03&showdescription=no
R05,COUGH AND COLD PREPARATIONS,https://atcddd.fhi.no//atc_ddd_index/?code=R05&showdescription=no
R06,ANTIHISTAMINES FOR SYSTEMIC USE,https://atcddd.fhi.no//atc_ddd_index/?code=R06&showdescription=no
R07,OTHER RESPIRATORY SYSTEM PRODUCTS,https://atcddd.fhi.no//atc_ddd_index/?code=R07&showdescription=no
R01A,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,https://atcddd.fhi.no//atc_ddd_index/?code=R01A&showdescription=no
R01B,NASAL DECONGESTANTS FOR SYSTEMIC USE,https://atcddd.fhi.no//atc_ddd_index/?code=R01B&showdescription=no
R01AA,"Sympathomimetics, plain",https://atcddd.fhi.no//atc_ddd_index/?code=R01AA&showdescription=no
R01AB,"Sympathomimetics, combinations excl. corticosteroids",https://atcddd.fhi.no//atc_ddd_index/?code=R01AB&showdescription=no
R01AC,"Antiallergic agents, excl. corticosteroids",https://atcddd.fhi.no//atc_ddd_index/?code=R01AC&showdescription=no
R01AD,Corticosteroids,https://atcddd.fhi.no//atc_ddd_index/?code=R01AD&showdescription=no
R01AX,Other nasal preparations,https://atcddd.fhi.no//atc_ddd_index/?code=R01AX&showdescription=no
R01AA02,cyclopentamine,https://atcddd.fhi.no//atc_ddd_index/?code=R01AA02&showdescription=yes
R01AA03,ephedrine,https://atcddd.fhi.no//atc_ddd_index/?code=R01AA03&showdescription=yes
R01AA04,phenylephrine,https://atcddd.fhi.no//atc_ddd_index/?code=R01AA04&showdescription=yes
R01AA05,oxymetazoline,https://atcddd.fhi.no//atc_ddd_index/?code=R01AA05&showdescription=yes
R01AA06,tetryzoline,https://atcddd.fhi.no//atc_ddd_index/?code=R01AA06&showdescription=yes
R01AA07,xylometazoline,https://atcddd.fhi.no//atc_ddd_index/?code=R01AA07&showdescription=yes
R01AA08,naphazoline,https://atcddd.fhi.no//atc_ddd_index/?code=R01AA08&showdescription=yes
R01AA09,tramazoline,https://atcddd.fhi.no//atc_ddd_index/?code=R01AA09&showdescription=yes
R01AA10,metizoline,https://atcddd.fhi.no//atc_ddd_index/?code=R01AA10&showdescription=yes
R01AA11,tuaminoheptane,https://atcddd.fhi.no//atc_ddd_index/?code=R01AA11&showdescription=yes
R01AA12,fenoxazoline,https://atcddd.fhi.no//atc_ddd_index/?code=R01AA12&showdescription=yes
R01AA13,tymazoline,https://atcddd.fhi.no//atc_ddd_index/?code=R01AA13&showdescription=yes
R01AA14,epinephrine,https://atcddd.fhi.no//atc_ddd_index/?code=R01AA14&showdescription=yes
R01AA15,indanazoline,https://atcddd.fhi.no//atc_ddd_index/?code=R01AA15&showdescription=yes
R01AB01,phenylephrine,https://atcddd.fhi.no//atc_ddd_index/?code=R01AB01&showdescription=yes
R01AB02,naphazoline,https://atcddd.fhi.no//atc_ddd_index/?code=R01AB02&showdescription=yes
R01AB03,tetryzoline,https://atcddd.fhi.no//atc_ddd_index/?code=R01AB03&showdescription=yes
R01AB05,ephedrine,https://atcddd.fhi.no//atc_ddd_index/?code=R01AB05&showdescription=yes
R01AB06,xylometazoline,https://atcddd.fhi.no//atc_ddd_index/?code=R01AB06&showdescription=yes
R01AB07,oxymetazoline,https://atcddd.fhi.no//atc_ddd_index/?code=R01AB07&showdescription=yes
R01AB08,tuaminoheptane,https://atcddd.fhi.no//atc_ddd_index/?code=R01AB08&showdescription=yes
R01AC01,cromoglicic acid,https://atcddd.fhi.no//atc_ddd_index/?code=R01AC01&showdescription=yes
R01AC02,levocabastine,https://atcddd.fhi.no//atc_ddd_index/?code=R01AC02&showdescription=yes
R01AC03,azelastine,https://atcddd.fhi.no//atc_ddd_index/?code=R01AC03&showdescription=yes
R01AC04,antazoline,https://atcddd.fhi.no//atc_ddd_index/?code=R01AC04&showdescription=yes
R01AC05,spaglumic acid,https://atcddd.fhi.no//atc_ddd_index/?code=R01AC05&showdescription=yes
R01AC06,thonzylamine,https://atcddd.fhi.no//atc_ddd_index/?code=R01AC06&showdescription=yes
R01AC07,nedocromil,https://atcddd.fhi.no//atc_ddd_index/?code=R01AC07&showdescription=yes
R01AC08,olopatadine,https://atcddd.fhi.no//atc_ddd_index/?code=R01AC08&showdescription=yes
R01AC51,"cromoglicic acid, combinations",https://atcddd.fhi.no//atc_ddd_index/?code=R01AC51&showdescription=yes
R01AD01,beclometasone,https://atcddd.fhi.no//atc_ddd_index/?code=R01AD01&showdescription=yes
R01AD02,prednisolone,https://atcddd.fhi.no//atc_ddd_index/?code=R01AD02&showdescription=yes
R01AD03,dexamethasone,https://atcddd.fhi.no//atc_ddd_index/?code=R01AD03&showdescription=yes
R01AD04,flunisolide,https://atcddd.fhi.no//atc_ddd_index/?code=R01AD04&showdescription=yes
R01AD05,budesonide,https://atcddd.fhi.no//atc_ddd_index/?code=R01AD05&showdescription=yes
R01AD06,betamethasone,https://atcddd.fhi.no//atc_ddd_index/?code=R01AD06&showdescription=yes
R01AD07,tixocortol,https://atcddd.fhi.no//atc_ddd_index/?code=R01AD07&showdescription=yes
R01AD08,fluticasone,https://atcddd.fhi.no//atc_ddd_index/?code=R01AD08&showdescription=yes
R01AD09,mometasone,https://atcddd.fhi.no//atc_ddd_index/?code=R01AD09&showdescription=yes
R01AD11,triamcinolone,https://atcddd.fhi.no//atc_ddd_index/?code=R01AD11&showdescription=yes
R01AD12,fluticasone furoate,https://atcddd.fhi.no//atc_ddd_index/?code=R01AD12&showdescription=yes
R01AD13,ciclesonide,https://atcddd.fhi.no//atc_ddd_index/?code=R01AD13&showdescription=yes
R01AD52,"prednisolone, combinations",https://atcddd.fhi.no//atc_ddd_index/?code=R01AD52&showdescription=yes
R01AD53,"dexamethasone, combinations",https://atcddd.fhi.no//atc_ddd_index/?code=R01AD53&showdescription=yes
R01AD57,"tixocortol, combinations",https://atcddd.fhi.no//atc_ddd_index/?code=R01AD57&showdescription=yes
R01AD58,"fluticasone, combinations",https://atcddd.fhi.no//atc_ddd_index/?code=R01AD58&showdescription=yes
R01AD59,"mometasone, combinations",https://atcddd.fhi.no//atc_ddd_index/?code=R01AD59&showdescription=yes
R01AD60,"hydrocortisone, combinations",https://atcddd.fhi.no//atc_ddd_index/?code=R01AD60&showdescription=yes
R01AX01,calcium hexamine thiocyanate,https://atcddd.fhi.no//atc_ddd_index/?code=R01AX01&showdescription=yes
R01AX02,retinol,https://atcddd.fhi.no//atc_ddd_index/?code=R01AX02&showdescription=yes
R01AX03,ipratropium bromide,https://atcddd.fhi.no//atc_ddd_index/?code=R01AX03&showdescription=yes
R01AX05,ritiometan,https://atcddd.fhi.no//atc_ddd_index/?code=R01AX05&showdescription=yes
R01AX06,mupirocin,https://atcddd.fhi.no//atc_ddd_index/?code=R01AX06&showdescription=yes
R01AX07,hexamidine,https://atcddd.fhi.no//atc_ddd_index/?code=R01AX07&showdescription=yes
R01AX08,framycetin,https://atcddd.fhi.no//atc_ddd_index/?code=R01AX08&showdescription=yes
R01AX09,hyaluronic acid,https://atcddd.fhi.no//atc_ddd_index/?code=R01AX09&showdescription=yes
R01AX10,various,https://atcddd.fhi.no//atc_ddd_index/?code=R01AX10&showdescription=yes
R01AX30,combinations,https://atcddd.fhi.no//atc_ddd_index/?code=R01AX30&showdescription=yes
R01BA,Sympathomimetics,https://atcddd.fhi.no//atc_ddd_index/?code=R01BA&showdescription=no
R01BA01,phenylpropanolamine,https://atcddd.fhi.no//atc_ddd_index/?code=R01BA01&showdescription=yes
R01BA02,pseudoephedrine,https://atcddd.fhi.no//atc_ddd_index/?code=R01BA02&showdescription=yes
R01BA03,phenylephrine,https://atcddd.fhi.no//atc_ddd_index/?code=R01BA03&showdescription=yes
R01BA51,"phenylpropanolamine, combinations",https://atcddd.fhi.no//atc_ddd_index/?code=R01BA51&showdescription=yes
R01BA52,"pseudoephedrine, combinations",https://atcddd.fhi.no//atc_ddd_index/?code=R01BA52&showdescription=yes
R01BA53,"phenylephrine, combinations",https://atcddd.fhi.no//atc_ddd_index/?code=R01BA53&showdescription=yes
R02A,THROAT PREPARATIONS,https://atcddd.fhi.no//atc_ddd_index/?code=R02A&showdescription=no
R02AA,Antiseptics,https://atcddd.fhi.no//atc_ddd_index/?code=R02AA&showdescription=no
R02AB,Antibiotics,https://atcddd.fhi.no//atc_ddd_index/?code=R02AB&showdescription=no
R02AD,"Anesthetics, local",https://atcddd.fhi.no//atc_ddd_index/?code=R02AD&showdescription=no
R02AX,Other throat preparations,https://atcddd.fhi.no//atc_ddd_index/?code=R02AX&showdescription=no
R02AA01,ambazone,https://atcddd.fhi.no//atc_ddd_index/?code=R02AA01&showdescription=yes
R02AA02,dequalinium,https://atcddd.fhi.no//atc_ddd_index/?code=R02AA02&showdescription=yes
R02AA03,dichlorobenzyl alcohol,https://atcddd.fhi.no//atc_ddd_index/?code=R02AA03&showdescription=yes
R02AA05,chlorhexidine,https://atcddd.fhi.no//atc_ddd_index/?code=R02AA05&showdescription=yes
R02AA06,cetylpyridinium,https://atcddd.fhi.no//atc_ddd_index/?code=R02AA06&showdescription=yes
R02AA09,benzethonium,https://atcddd.fhi.no//atc_ddd_index/?code=R02AA09&showdescription=yes
R02AA10,myristyl-benzalkonium,https://atcddd.fhi.no//atc_ddd_index/?code=R02AA10&showdescription=yes
R02AA11,chlorquinaldol,https://atcddd.fhi.no//atc_ddd_index/?code=R02AA11&showdescription=yes
R02AA12,hexylresorcinol,https://atcddd.fhi.no//atc_ddd_index/?code=R02AA12&showdescription=yes
R02AA13,acriflavinium chloride,https://atcddd.fhi.no//atc_ddd_index/?code=R02AA13&showdescription=yes
R02AA14,oxyquinoline,https://atcddd.fhi.no//atc_ddd_index/?code=R02AA14&showdescription=yes
R02AA15,povidone-iodine,https://atcddd.fhi.no//atc_ddd_index/?code=R02AA15&showdescription=yes
R02AA16,benzalkonium,https://atcddd.fhi.no//atc_ddd_index/?code=R02AA16&showdescription=yes
R02AA17,cetrimonium,https://atcddd.fhi.no//atc_ddd_index/?code=R02AA17&showdescription=yes
R02AA18,hexamidine,https://atcddd.fhi.no//atc_ddd_index/?code=R02AA18&showdescription=yes
R02AA19,phenol,https://atcddd.fhi.no//atc_ddd_index/?code=R02AA19&showdescription=yes
R02AA20,various,https://atcddd.fhi.no//atc_ddd_index/?code=R02AA20&showdescription=yes
R02AA21,octenidine,https://atcddd.fhi.no//atc_ddd_index/?code=R02AA21&showdescription=yes
R02AB01,neomycin,https://atcddd.fhi.no//atc_ddd_index/?code=R02AB01&showdescription=yes
R02AB02,tyrothricin,https://atcddd.fhi.no//atc_ddd_index/?code=R02AB02&showdescription=yes
R02AB03,fusafungine,https://atcddd.fhi.no//atc_ddd_index/?code=R02AB03&showdescription=yes
R02AB04,bacitracin,https://atcddd.fhi.no//atc_ddd_index/?code=R02AB04&showdescription=yes
R02AB30,gramicidin,https://atcddd.fhi.no//atc_ddd_index/?code=R02AB30&showdescription=yes
R02AD01,benzocaine,https://atcddd.fhi.no//atc_ddd_index/?code=R02AD01&showdescription=yes
R02AD02,lidocaine,https://atcddd.fhi.no//atc_ddd_index/?code=R02AD02&showdescription=yes
R02AD03,cocaine,https://atcddd.fhi.no//atc_ddd_index/?code=R02AD03&showdescription=yes
R02AD04,dyclonine,https://atcddd.fhi.no//atc_ddd_index/?code=R02AD04&showdescription=yes
R02AD05,ambroxol,https://atcddd.fhi.no//atc_ddd_index/?code=R02AD05&showdescription=yes
R02AX01,flurbiprofen,https://atcddd.fhi.no//atc_ddd_index/?code=R02AX01&showdescription=yes
R02AX02,ibuprofen,https://atcddd.fhi.no//atc_ddd_index/?code=R02AX02&showdescription=yes
R02AX03,benzydamine,https://atcddd.fhi.no//atc_ddd_index/?code=R02AX03&showdescription=yes
R03A,"ADRENERGICS, INHALANTS",https://atcddd.fhi.no//atc_ddd_index/?code=R03A&showdescription=no
R03B,"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS",https://atcddd.fhi.no//atc_ddd_index/?code=R03B&showdescription=no
R03C,ADRENERGICS FOR SYSTEMIC USE,https://atcddd.fhi.no//atc_ddd_index/?code=R03C&showdescription=no
R03D,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,https://atcddd.fhi.no//atc_ddd_index/?code=R03D&showdescription=no
R03AA,Alpha- and beta-adrenoreceptor agonists,https://atcddd.fhi.no//atc_ddd_index/?code=R03AA&showdescription=no
R03AB,Non-selective beta-adrenoreceptor agonists,https://atcddd.fhi.no//atc_ddd_index/?code=R03AB&showdescription=no
R03AC,Selective beta-2-adrenoreceptor agonists,https://atcddd.fhi.no//atc_ddd_index/?code=R03AC&showdescription=no
R03AH,Combinations of adrenergics,https://atcddd.fhi.no//atc_ddd_index/?code=R03AH&showdescription=no
R03AK,"Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics",https://atcddd.fhi.no//atc_ddd_index/?code=R03AK&showdescription=no
R03AL,Adrenergics in combination with anticholinergics incl. triple combinations with corticosteroids,https://atcddd.fhi.no//atc_ddd_index/?code=R03AL&showdescription=no
R03AA01,epinephrine,https://atcddd.fhi.no//atc_ddd_index/?code=R03AA01&showdescription=yes
R03AB02,isoprenaline,https://atcddd.fhi.no//atc_ddd_index/?code=R03AB02&showdescription=yes
R03AB03,orciprenaline,https://atcddd.fhi.no//atc_ddd_index/?code=R03AB03&showdescription=yes
R03AC02,salbutamol,https://atcddd.fhi.no//atc_ddd_index/?code=R03AC02&showdescription=yes
R03AC03,terbutaline,https://atcddd.fhi.no//atc_ddd_index/?code=R03AC03&showdescription=yes
R03AC04,fenoterol,https://atcddd.fhi.no//atc_ddd_index/?code=R03AC04&showdescription=yes
R03AC05,rimiterol,https://atcddd.fhi.no//atc_ddd_index/?code=R03AC05&showdescription=yes
R03AC06,hexoprenaline,https://atcddd.fhi.no//atc_ddd_index/?code=R03AC06&showdescription=yes
R03AC07,isoetarine,https://atcddd.fhi.no//atc_ddd_index/?code=R03AC07&showdescription=yes
R03AC08,pirbuterol,https://atcddd.fhi.no//atc_ddd_index/?code=R03AC08&showdescription=yes
R03AC09,tretoquinol,https://atcddd.fhi.no//atc_ddd_index/?code=R03AC09&showdescription=yes
R03AC10,carbuterol,https://atcddd.fhi.no//atc_ddd_index/?code=R03AC10&showdescription=yes
R03AC11,tulobuterol,https://atcddd.fhi.no//atc_ddd_index/?code=R03AC11&showdescription=yes
R03AC12,salmeterol,https://atcddd.fhi.no//atc_ddd_index/?code=R03AC12&showdescription=yes
R03AC13,formoterol,https://atcddd.fhi.no//atc_ddd_index/?code=R03AC13&showdescription=yes
R03AC14,clenbuterol,https://atcddd.fhi.no//atc_ddd_index/?code=R03AC14&showdescription=yes
R03AC15,reproterol,https://atcddd.fhi.no//atc_ddd_index/?code=R03AC15&showdescription=yes
R03AC16,procaterol,https://atcddd.fhi.no//atc_ddd_index/?code=R03AC16&showdescription=yes
R03AC17,bitolterol,https://atcddd.fhi.no//atc_ddd_index/?code=R03AC17&showdescription=yes
R03AC18,indacaterol,https://atcddd.fhi.no//atc_ddd_index/?code=R03AC18&showdescription=yes
R03AC19,olodaterol,https://atcddd.fhi.no//atc_ddd_index/?code=R03AC19&showdescription=yes
R03AK01,epinephrine and other drugs for obstructive airway diseases,https://atcddd.fhi.no//atc_ddd_index/?code=R03AK01&showdescription=yes
R03AK02,isoprenaline and other drugs for obstructive airway diseases,https://atcddd.fhi.no//atc_ddd_index/?code=R03AK02&showdescription=yes
R03AK04,salbutamol and sodium cromoglicate,https://atcddd.fhi.no//atc_ddd_index/?code=R03AK04&showdescription=yes
R03AK05,reproterol and sodium cromoglicate,https://atcddd.fhi.no//atc_ddd_index/?code=R03AK05&showdescription=yes
R03AK06,salmeterol and fluticasone,https://atcddd.fhi.no//atc_ddd_index/?code=R03AK06&showdescription=yes
R03AK07,formoterol and budesonide,https://atcddd.fhi.no//atc_ddd_index/?code=R03AK07&showdescription=yes
R03AK08,formoterol and beclometasone,https://atcddd.fhi.no//atc_ddd_index/?code=R03AK08&showdescription=yes
R03AK09,formoterol and mometasone,https://atcddd.fhi.no//atc_ddd_index/?code=R03AK09&showdescription=yes
R03AK10,vilanterol and fluticasone furoate,https://atcddd.fhi.no//atc_ddd_index/?code=R03AK10&showdescription=yes
R03AK11,formoterol and fluticasone,https://atcddd.fhi.no//atc_ddd_index/?code=R03AK11&showdescription=yes
R03AK12,salmeterol and budesonide,https://atcddd.fhi.no//atc_ddd_index/?code=R03AK12&showdescription=yes
R03AK13,salbutamol and beclometasone,https://atcddd.fhi.no//atc_ddd_index/?code=R03AK13&showdescription=yes
R03AK14,indacaterol and mometasone,https://atcddd.fhi.no//atc_ddd_index/?code=R03AK14&showdescription=yes
R03AK15,salbutamol and budesonide,https://atcddd.fhi.no//atc_ddd_index/?code=R03AK15&showdescription=yes
R03AL01,fenoterol and ipratropium bromide,https://atcddd.fhi.no//atc_ddd_index/?code=R03AL01&showdescription=yes
R03AL02,salbutamol and ipratropium bromide,https://atcddd.fhi.no//atc_ddd_index/?code=R03AL02&showdescription=yes
R03AL03,vilanterol and umeclidinium bromide,https://atcddd.fhi.no//atc_ddd_index/?code=R03AL03&showdescription=yes
R03AL04,indacaterol and glycopyrronium bromide,https://atcddd.fhi.no//atc_ddd_index/?code=R03AL04&showdescription=yes
R03AL05,formoterol and aclidinium bromide,https://atcddd.fhi.no//atc_ddd_index/?code=R03AL05&showdescription=yes
R03AL06,olodaterol and tiotropium bromide,https://atcddd.fhi.no//atc_ddd_index/?code=R03AL06&showdescription=yes
R03AL07,formoterol and glycopyrronium bromide,https://atcddd.fhi.no//atc_ddd_index/?code=R03AL07&showdescription=yes
R03AL08,"vilanterol, umeclidinium bromide and fluticasone furoate",https://atcddd.fhi.no//atc_ddd_index/?code=R03AL08&showdescription=yes
R03AL09,"formoterol, glycopyrronium bromide and beclometasone",https://atcddd.fhi.no//atc_ddd_index/?code=R03AL09&showdescription=yes
R03AL10,formoterol and tiotropium bromide,https://atcddd.fhi.no//atc_ddd_index/?code=R03AL10&showdescription=yes
R03AL11,"formoterol, glycopyrronium bromide and budesonide",https://atcddd.fhi.no//atc_ddd_index/?code=R03AL11&showdescription=yes
R03AL12,"indacaterol, glycopyrronium bromide and mometasone",https://atcddd.fhi.no//atc_ddd_index/?code=R03AL12&showdescription=yes
R03BA,Glucocorticoids,https://atcddd.fhi.no//atc_ddd_index/?code=R03BA&showdescription=no
R03BB,Anticholinergics,https://atcddd.fhi.no//atc_ddd_index/?code=R03BB&showdescription=no
R03BC,"Antiallergic agents, excl. corticosteroids",https://atcddd.fhi.no//atc_ddd_index/?code=R03BC&showdescription=no
R03BX,"Other drugs for obstructive airway diseases, inhalants",https://atcddd.fhi.no//atc_ddd_index/?code=R03BX&showdescription=no
R03BA01,beclometasone,https://atcddd.fhi.no//atc_ddd_index/?code=R03BA01&showdescription=yes
R03BA02,budesonide,https://atcddd.fhi.no//atc_ddd_index/?code=R03BA02&showdescription=yes
R03BA03,flunisolide,https://atcddd.fhi.no//atc_ddd_index/?code=R03BA03&showdescription=yes
R03BA04,betamethasone,https://atcddd.fhi.no//atc_ddd_index/?code=R03BA04&showdescription=yes
R03BA05,fluticasone,https://atcddd.fhi.no//atc_ddd_index/?code=R03BA05&showdescription=yes
R03BA06,triamcinolone,https://atcddd.fhi.no//atc_ddd_index/?code=R03BA06&showdescription=yes
R03BA07,mometasone,https://atcddd.fhi.no//atc_ddd_index/?code=R03BA07&showdescription=yes
R03BA08,ciclesonide,https://atcddd.fhi.no//atc_ddd_index/?code=R03BA08&showdescription=yes
R03BA09,fluticasone furoate,https://atcddd.fhi.no//atc_ddd_index/?code=R03BA09&showdescription=yes
R03BB01,ipratropium bromide,https://atcddd.fhi.no//atc_ddd_index/?code=R03BB01&showdescription=yes
R03BB02,oxitropium bromide,https://atcddd.fhi.no//atc_ddd_index/?code=R03BB02&showdescription=yes
R03BB03,stramoni preparations,https://atcddd.fhi.no//atc_ddd_index/?code=R03BB03&showdescription=yes
R03BB04,tiotropium bromide,https://atcddd.fhi.no//atc_ddd_index/?code=R03BB04&showdescription=yes
R03BB05,aclidinium bromide,https://atcddd.fhi.no//atc_ddd_index/?code=R03BB05&showdescription=yes
R03BB06,glycopyrronium bromide,https://atcddd.fhi.no//atc_ddd_index/?code=R03BB06&showdescription=yes
R03BB07,umeclidinium bromide,https://atcddd.fhi.no//atc_ddd_index/?code=R03BB07&showdescription=yes
R03BB08,revefenacin,https://atcddd.fhi.no//atc_ddd_index/?code=R03BB08&showdescription=yes
R03BB54,"tiotropium bromide, combinations",https://atcddd.fhi.no//atc_ddd_index/?code=R03BB54&showdescription=yes
R03BC01,cromoglicic acid,https://atcddd.fhi.no//atc_ddd_index/?code=R03BC01&showdescription=yes
R03BC03,nedocromil,https://atcddd.fhi.no//atc_ddd_index/?code=R03BC03&showdescription=yes
R03BX01,fenspiride,https://atcddd.fhi.no//atc_ddd_index/?code=R03BX01&showdescription=yes
R03CA,Alpha- and beta-adrenoreceptor agonists,https://atcddd.fhi.no//atc_ddd_index/?code=R03CA&showdescription=no
R03CB,Non-selective beta-adrenoreceptor agonists,https://atcddd.fhi.no//atc_ddd_index/?code=R03CB&showdescription=no
R03CC,Selective beta-2-adrenoreceptor agonists,https://atcddd.fhi.no//atc_ddd_index/?code=R03CC&showdescription=no
R03CK,Adrenergics and other drugs for obstructive airway diseases,https://atcddd.fhi.no//atc_ddd_index/?code=R03CK&showdescription=no
R03CA02,ephedrine,https://atcddd.fhi.no//atc_ddd_index/?code=R03CA02&showdescription=yes
R03CB01,isoprenaline,https://atcddd.fhi.no//atc_ddd_index/?code=R03CB01&showdescription=yes
R03CB02,methoxyphenamine,https://atcddd.fhi.no//atc_ddd_index/?code=R03CB02&showdescription=yes
R03CB03,orciprenaline,https://atcddd.fhi.no//atc_ddd_index/?code=R03CB03&showdescription=yes
R03CB51,"isoprenaline, combinations",https://atcddd.fhi.no//atc_ddd_index/?code=R03CB51&showdescription=yes
R03CB53,"orciprenaline, combinations",https://atcddd.fhi.no//atc_ddd_index/?code=R03CB53&showdescription=yes
R03CC02,salbutamol,https://atcddd.fhi.no//atc_ddd_index/?code=R03CC02&showdescription=yes
R03CC03,terbutaline,https://atcddd.fhi.no//atc_ddd_index/?code=R03CC03&showdescription=yes
R03CC04,fenoterol,https://atcddd.fhi.no//atc_ddd_index/?code=R03CC04&showdescription=yes
